information_gain,split_point,feature_idx,Num_trees,Num_features,Accuracy
0.19624577576572477,1.51711,0,1,1,0.46511627906976744
0.22943001749704092,1.38,3,1,3,0.5116279069767442
0.06755005774646794,0.0,5,1,7,0.3953488372093023
0.2498419428575066,1.37,3,1,13,0.2558139534883721
0.181229090039711,2.72,2,10,1,0.37209302325581395
0.18922870818347226,3.2,2,10,1,0.37209302325581395
0.08313797646734122,10.06,6,10,1,0.37209302325581395
0.09597964085513211,10.17,6,10,1,0.37209302325581395
0.08246553326254913,8.28,6,10,1,0.37209302325581395
0.39804151561928736,1.4,3,10,1,0.37209302325581395
0.1630681048188194,1.51711,0,10,1,0.37209302325581395
0.2389780406978369,2.41,2,10,1,0.37209302325581395
0.22749313254661005,1.37,3,10,1,0.37209302325581395
0.21395559786838447,3.41,2,10,1,0.37209302325581395
0.18629528832185038,1.51709,0,10,3,0.5348837209302325
0.22806948934030952,1.4,3,10,3,0.5348837209302325
0.16444243807469294,2.72,2,10,3,0.5348837209302325
0.11897600162629696,1.51708,0,10,3,0.5348837209302325
0.13739632119366074,1.51732,0,10,3,0.5348837209302325
0.23236371686585466,2.76,2,10,3,0.5348837209302325
0.21207793819919718,1.4,3,10,3,0.5348837209302325
0.1436367596289767,1.51711,0,10,3,0.5348837209302325
0.23853789439291426,1.38,3,10,3,0.5348837209302325
0.10284827797074902,0.0,5,10,3,0.5348837209302325
0.1836706152754768,1.51711,0,10,7,0.46511627906976744
0.17899112029429265,1.36,3,10,7,0.46511627906976744
0.21283364160153895,2.76,2,10,7,0.46511627906976744
0.15323790048622693,1.4,3,10,7,0.46511627906976744
0.32824473285889666,1.4,3,10,7,0.46511627906976744
0.16143535422907263,1.51711,0,10,7,0.46511627906976744
0.14378531160444974,1.51711,0,10,7,0.46511627906976744
0.08945132529380606,12.87,1,10,7,0.46511627906976744
0.09419401476124845,14.21,1,10,7,0.46511627906976744
0.21882773647568,3.25,2,10,7,0.46511627906976744
0.11529257576601082,0.08,5,10,13,0.5581395348837209
0.10557977761779846,10.06,6,10,13,0.5581395348837209
0.1861244045554562,1.4,3,10,13,0.5581395348837209
