information_gain,split_point,feature_idx,Num_trees,Num_features,Accuracy
0.16550491003414386,13.0,9,1,1,0.755868544600939
0.5241509615722363,7.0,35,1,3,0.8497652582159625
0.05455663460831928,30.0,15,1,10,0.744131455399061
0.07378013289115493,0.0,33,1,41,0.8403755868544601
0.06948982564105016,0.0,25,10,1,0.7511737089201878
0.06848754939323141,0.0,29,10,1,0.7511737089201878
0.2358178012983586,0.0,34,10,1,0.7511737089201878
0.09090399251560694,1.0,23,10,1,0.7511737089201878
0.06390772602787109,1.0,13,10,1,0.7511737089201878
0.11031461265783737,0.0,26,10,1,0.7511737089201878
0.06055414360820116,126.0,16,10,1,0.7511737089201878
0.06091925435676282,106.0,21,10,1,0.7511737089201878
0.07174878820815786,1.0,13,10,1,0.7511737089201878
0.06411814811236405,0.0,25,10,1,0.7511737089201878
0.10843556154229117,0.0,32,10,3,0.8591549295774648
0.1072560442353151,0.0,32,10,3,0.8591549295774648
0.15750022226969018,0.5,8,10,3,0.8591549295774648
0.05379289267241827,1.0,6,10,3,0.8591549295774648
0.2232781398623901,0.0,34,10,3,0.8591549295774648
0.012463215271438233,0.0,28,10,3,0.8591549295774648
0.11369146808573671,0.0,26,10,3,0.8591549295774648
0.06811462788278067,1.0,23,10,3,0.8591549295774648
0.07597166575835329,1.0,23,10,3,0.8591549295774648
0.07715651019897317,1.0,13,10,3,0.8591549295774648
0.06340469265907463,1.0,13,10,10,0.7464788732394366
0.21606472492859669,58.0,7,10,10,0.7464788732394366
0.10951409207242879,0.0,32,10,10,0.7464788732394366
0.23600149956876038,0.0,34,10,10,0.7464788732394366
0.1356563779081916,15.0,9,10,10,0.7464788732394366
0.12352651639410717,0.0,32,10,10,0.7464788732394366
0.14082285029556718,20.0,9,10,10,0.7464788732394366
0.07025413721425233,107.0,21,10,10,0.7464788732394366
0.06048681097892894,144.0,3,10,10,0.7464788732394366
0.49305851184008503,7.0,35,10,10,0.7464788732394366
