information_gain,split_point,feature_idx,Num_trees,Num_features,Accuracy
0.25606438585015456,3.44,2,25,7,0.4186046511627907
0.09851744338376989,10.17,6,25,7,0.4186046511627907
0.337174458220552,1.4,3,25,7,0.4186046511627907
0.12144427381149547,14.21,1,25,7,0.4186046511627907
0.07078983790021984,0.11,7,25,7,0.4186046511627907
0.09408690426654609,10.17,6,25,7,0.4186046511627907
0.06088219516164661,10.17,6,25,7,0.4186046511627907
0.08313797646734122,14.21,1,25,13,0.27906976744186046
0.2054726661601572,1.38,3,25,13,0.27906976744186046
0.18752770597988241,1.4,3,25,13,0.27906976744186046
0.12088627172801081,0.65,5,25,13,0.27906976744186046
0.11227298701907973,1.51709,0,25,13,0.27906976744186046
0.23791604398347235,1.38,3,25,13,0.27906976744186046
0.14613770857555197,1.51709,0,25,13,0.27906976744186046
0.20967661635814616,1.51709,0,25,13,0.27906976744186046
0.09045582628413307,1.51711,0,25,13,0.27906976744186046
0.07227246397800291,10.06,6,25,13,0.27906976744186046
0.19227179786542514,3.25,2,25,13,0.27906976744186046
0.25439074071794987,2.76,2,25,13,0.27906976744186046
0.12548103296138124,0.64,5,25,13,0.27906976744186046
0.07676472612859475,0.11,7,25,13,0.27906976744186046
0.23743809531300164,3.41,2,25,13,0.27906976744186046
0.17606206260530496,1.37,3,25,13,0.27906976744186046
0.26143014606181136,1.4,3,25,13,0.27906976744186046
0.10145196312629945,8.15,6,25,13,0.27906976744186046
0.31624821527211977,3.25,2,25,13,0.27906976744186046
0.09579157564970442,14.21,1,25,13,0.27906976744186046
0.25872419151583714,1.4,3,25,13,0.27906976744186046
0.37137972583598833,1.4,3,25,13,0.27906976744186046
0.1552911297207229,2.76,2,25,13,0.27906976744186046
0.26374123358980484,1.4,3,25,13,0.27906976744186046
0.11791900134572575,0.0,5,25,13,0.27906976744186046
0.08520413711440611,0.0,5,50,1,0.46511627906976744
0.16110806727047733,1.5173,0,50,1,0.46511627906976744
0.1532124697230477,1.51711,0,50,1,0.46511627906976744
0.09564011343339418,1.51709,0,50,1,0.46511627906976744
0.16713527679247475,1.51732,0,50,1,0.46511627906976744
0.18709195612966995,1.37,3,50,1,0.46511627906976744
0.20472569585297087,1.38,3,50,1,0.46511627906976744
0.1321205206402981,0.08,5,50,1,0.46511627906976744
0.2705926485252399,1.4,3,50,1,0.46511627906976744
0.12695139104985875,13.99,1,50,1,0.46511627906976744
0.10229486074993635,13.99,1,50,1,0.46511627906976744
0.11671012660196459,13.99,1,50,1,0.46511627906976744
0.2758607030383631,2.68,2,50,1,0.46511627906976744
0.27419275980270924,1.4,3,50,1,0.46511627906976744
0.28850384989727285,3.25,2,50,1,0.46511627906976744
0.31792949195579334,1.4,3,50,1,0.46511627906976744
0.29291866945798195,1.38,3,50,1,0.46511627906976744
0.2662090810048461,3.41,2,50,1,0.46511627906976744
0.29811457212581893,1.4,3,50,1,0.46511627906976744
0.21254660661387823,1.4,3,50,1,0.46511627906976744
0.2950493030863165,3.41,2,50,1,0.46511627906976744
0.07381416780415395,0.09,7,50,1,0.46511627906976744
0.10284827797074902,10.17,6,50,1,0.46511627906976744
0.301975246501939,1.4,3,50,1,0.46511627906976744
0.23940245925269832,1.4,3,50,1,0.46511627906976744
0.24360591887604008,1.4,3,50,1,0.46511627906976744
0.21611658288626878,1.4,3,50,1,0.46511627906976744
0.33832126189404826,1.4,3,50,1,0.46511627906976744
0.18386710931355776,1.51711,0,50,1,0.46511627906976744
0.12620303193295335,0.05,5,50,1,0.46511627906976744
0.26000385712061036,1.38,3,50,1,0.46511627906976744
0.12178461034277754,0.04,5,50,1,0.46511627906976744
0.22284126937740567,3.25,2,50,1,0.46511627906976744
0.10776182266858125,0.08,5,50,1,0.46511627906976744
0.2356099637745398,1.4,3,50,1,0.46511627906976744
0.262355559633927,2.76,2,50,1,0.46511627906976744
0.05687957999756488,0.0,5,50,1,0.46511627906976744
0.09419266215318944,14.36,1,50,1,0.46511627906976744
0.04181136067907154,73.39,4,50,1,0.46511627906976744
0.10743308198261003,0.0,5,50,1,0.46511627906976744
0.088571379433524,0.08,5,50,1,0.46511627906976744
0.06536076335728436,14.36,1,50,1,0.46511627906976744
0.05196105855403932,72.36,4,50,1,0.46511627906976744
0.3536341438340831,1.4,3,50,1,0.46511627906976744
0.1837335342910835,1.4,3,50,1,0.46511627906976744
0.08604405015032046,10.06,6,50,1,0.46511627906976744
0.12466658064580594,0.0,5,50,1,0.46511627906976744
0.26539258693527057,1.38,3,50,1,0.46511627906976744
0.2295465587075991,1.4,3,50,1,0.46511627906976744
0.24833861194567564,3.34,2,50,1,0.46511627906976744
0.2708720473628408,1.38,3,50,3,0.5581395348837209
0.07998575185719081,0.08,5,50,3,0.5581395348837209
0.19720652140572514,1.4,3,50,3,0.5581395348837209
0.12473074730458134,1.51709,0,50,3,0.5581395348837209
0.25751445212291,1.54,3,50,3,0.5581395348837209
0.09123194874140861,10.17,6,50,3,0.5581395348837209
0.09087359091446623,1.51711,0,50,3,0.5581395348837209
0.2776956824144051,1.4,3,50,3,0.5581395348837209
0.21324598213981671,3.41,2,50,3,0.5581395348837209
0.06341421108063461,0.69,7,50,3,0.5581395348837209
0.2835257253015232,1.36,3,50,3,0.5581395348837209
0.1801006067830015,1.38,3,50,3,0.5581395348837209
0.18146282411266204,1.56,3,50,3,0.5581395348837209
0.21882773647568,3.25,2,50,3,0.5581395348837209
0.1046544278737721,14.21,1,50,3,0.5581395348837209
0.24468030064781765,3.25,2,50,3,0.5581395348837209
0.17284271122000905,1.51711,0,50,3,0.5581395348837209
0.3233879196149606,3.34,2,50,3,0.5581395348837209
0.15748669314323818,1.4,3,50,3,0.5581395348837209
0.07947320700388705,1.51709,0,50,3,0.5581395348837209
0.08195853122275498,0.65,5,50,3,0.5581395348837209
0.08579206185964172,0.0,5,50,3,0.5581395348837209
0.25981666664990954,3.41,2,50,3,0.5581395348837209
0.17054244960663778,2.85,2,50,3,0.5581395348837209
0.2193518652456481,1.4,3,50,3,0.5581395348837209
0.30096217899797717,1.49,3,50,3,0.5581395348837209
0.17821350652543452,1.4,3,50,3,0.5581395348837209
0.1764511285698731,3.45,2,50,3,0.5581395348837209
0.11633456495419181,0.11,7,50,3,0.5581395348837209
0.21820784643351476,1.5169,0,50,3,0.5581395348837209
0.23708708699068037,3.25,2,50,3,0.5581395348837209
0.14953951975833735,0.08,5,50,3,0.5581395348837209
0.21596634351283028,3.41,2,50,3,0.5581395348837209
0.20050725878776032,1.4,3,50,3,0.5581395348837209
0.043853994083288494,8.39,6,50,3,0.5581395348837209
0.09123194874140861,10.17,6,50,3,0.5581395348837209
0.1414742384762302,1.51709,0,50,3,0.5581395348837209
0.1778632419478089,2.76,2,50,3,0.5581395348837209
0.28932687453249956,1.4,3,50,3,0.5581395348837209
0.21502060940855308,1.38,3,50,3,0.5581395348837209
0.23509159826737502,3.41,2,50,3,0.5581395348837209
0.09964436457017789,1.51709,0,50,3,0.5581395348837209
0.22592688906583777,1.37,3,50,3,0.5581395348837209
0.24700485926848445,1.4,3,50,3,0.5581395348837209
0.2665135856431079,2.85,2,50,3,0.5581395348837209
0.21573349640766437,2.72,2,50,3,0.5581395348837209
0.19535835166790128,1.49,3,50,3,0.5581395348837209
0.10260711847829873,1.51711,0,50,3,0.5581395348837209
0.09542208953575981,0.0,5,50,3,0.5581395348837209
0.12403781569602346,0.09,7,50,3,0.5581395348837209
0.26737110636041506,1.38,3,50,7,0.32558139534883723
0.19026149770205925,1.51732,0,50,7,0.32558139534883723
0.34026752933266335,1.38,3,50,7,0.32558139534883723
0.14567590287362664,1.51711,0,50,7,0.32558139534883723
0.2004801768017833,1.38,3,50,7,0.32558139534883723
0.3594887437689288,1.4,3,50,7,0.32558139534883723
0.16832852285924815,2.85,2,50,7,0.32558139534883723
0.08095296218689074,10.17,6,50,7,0.32558139534883723
0.27071432439528054,3.44,2,50,7,0.32558139534883723
0.22741346948821817,1.4,3,50,7,0.32558139534883723
0.22844573713604144,3.34,2,50,7,0.32558139534883723
0.11567977342628055,0.0,5,50,7,0.32558139534883723
0.23455593268186048,2.85,2,50,7,0.32558139534883723
0.27094783133629696,1.4,3,50,7,0.32558139534883723
0.2807160097568073,1.4,3,50,7,0.32558139534883723
0.22771618590314077,1.4,3,50,7,0.32558139534883723
0.29019110917181784,1.38,3,50,7,0.32558139534883723
0.09162553193798517,0.0,5,50,7,0.32558139534883723
0.12614395172367387,1.51711,0,50,7,0.32558139534883723
0.10735706514063492,10.17,6,50,7,0.32558139534883723
0.08071266713612658,0.11,7,50,7,0.32558139534883723
0.2342035630769913,2.76,2,50,7,0.32558139534883723
0.2267977097712367,1.38,3,50,7,0.32558139534883723
0.33185896544872223,1.4,3,50,7,0.32558139534883723
0.1256440338675312,0.08,5,50,7,0.32558139534883723
0.3102556553173217,1.37,3,50,7,0.32558139534883723
0.2428905716532191,1.38,3,50,7,0.32558139534883723
0.21312088173710464,2.85,2,50,7,0.32558139534883723
0.24178467322314726,1.38,3,50,7,0.32558139534883723
0.10705710142099834,1.51711,0,50,7,0.32558139534883723
0.12290066868060723,1.51711,0,50,7,0.32558139534883723
0.11740622998833883,0.08,5,50,7,0.32558139534883723
0.25031518246368456,1.4,3,50,7,0.32558139534883723
0.1627969189223667,3.4,2,50,7,0.32558139534883723
0.160640414592626,1.51711,0,50,7,0.32558139534883723
0.08426925494930737,14.36,1,50,7,0.32558139534883723
0.2409595149999233,3.34,2,50,7,0.32558139534883723
0.24156251556292413,1.4,3,50,7,0.32558139534883723
0.3106639208497518,1.4,3,50,7,0.32558139534883723
0.26347573920533696,2.68,2,50,7,0.32558139534883723
0.28273863425989576,1.36,3,50,7,0.32558139534883723
0.0994883903427044,0.0,5,50,7,0.32558139534883723
0.06971066768585887,0.11,7,50,7,0.32558139534883723
0.31293264703775253,1.4,3,50,7,0.32558139534883723
0.25305945898241555,1.37,3,50,7,0.32558139534883723
0.14727403561778152,0.05,5,50,7,0.32558139534883723
0.24431423763051052,3.34,2,50,7,0.32558139534883723
0.07209118014532961,0.0,7,50,7,0.32558139534883723
0.07619867058597174,14.36,1,50,7,0.32558139534883723
0.24537575614723817,2.68,2,50,7,0.32558139534883723
0.07717902394266174,10.06,6,50,13,0.23255813953488372
0.13378648024049444,1.51711,0,50,13,0.23255813953488372
0.1980446310214914,2.76,2,50,13,0.23255813953488372
0.22356558834020102,2.85,2,50,13,0.23255813953488372
0.08053143034713306,10.17,6,50,13,0.23255813953488372
0.10068422332470561,0.05,5,50,13,0.23255813953488372
0.09600986149829205,0.0,5,50,13,0.23255813953488372
0.07745686497897825,0.0,7,50,13,0.23255813953488372
0.07525992182389084,13.89,1,50,13,0.23255813953488372
0.09127311475330491,0.0,5,50,13,0.23255813953488372
0.25482554822451076,3.41,2,50,13,0.23255813953488372
0.06341421108063461,73.29,4,50,13,0.23255813953488372
0.2265097430764167,2.72,2,50,13,0.23255813953488372
0.21514264193991062,1.4,3,50,13,0.23255813953488372
0.15216013880996282,1.51711,0,50,13,0.23255813953488372
0.11349727353701347,0.0,7,50,13,0.23255813953488372
0.2782241050425849,3.41,2,50,13,0.23255813953488372
0.11492315836746403,0.11,7,50,13,0.23255813953488372
0.23965994179713315,1.4,3,50,13,0.23255813953488372
0.09529146589518966,1.51732,0,50,13,0.23255813953488372
0.24019702868611859,3.41,2,50,13,0.23255813953488372
0.2112367980175175,2.76,2,50,13,0.23255813953488372
0.2476255612508531,1.36,3,50,13,0.23255813953488372
0.12892419424210022,0.08,5,50,13,0.23255813953488372
0.08415219901196491,10.17,6,50,13,0.23255813953488372
0.23537699070240023,1.4,3,50,13,0.23255813953488372
0.3020017606954335,1.4,3,50,13,0.23255813953488372
0.06452579356698351,8.33,6,50,13,0.23255813953488372
0.10815547312174018,14.21,1,50,13,0.23255813953488372
0.23750980612237593,2.76,2,50,13,0.23255813953488372
0.2367282730593627,1.4,3,50,13,0.23255813953488372
0.06222405990004407,0.11,7,50,13,0.23255813953488372
0.12353057559094427,0.64,5,50,13,0.23255813953488372
0.0938023250498875,14.36,1,50,13,0.23255813953488372
0.29693973650036465,1.4,3,50,13,0.23255813953488372
0.3111486790944321,3.25,2,50,13,0.23255813953488372
0.08120162766795125,14.36,1,50,13,0.23255813953488372
0.12450160058961013,0.11,7,50,13,0.23255813953488372
0.276665375574182,3.25,2,50,13,0.23255813953488372
0.09123194874140861,73.29,4,50,13,0.23255813953488372
0.24932607539690255,2.76,2,50,13,0.23255813953488372
0.25436998239554054,1.38,3,50,13,0.23255813953488372
0.25214560334238445,1.38,3,50,13,0.23255813953488372
0.2070487384400874,1.38,3,50,13,0.23255813953488372
0.32665936472184337,1.4,3,50,13,0.23255813953488372
0.20217945664827164,3.45,2,50,13,0.23255813953488372
0.24688881571057053,2.76,2,50,13,0.23255813953488372
0.24158132885365358,3.41,2,50,13,0.23255813953488372
0.12326831799472293,0.09,7,50,13,0.23255813953488372
0.2808608148991413,3.25,2,50,13,0.23255813953488372
0.13519469246316174,1.51711,0,75,1,0.4418604651162791
0.26885946621913814,3.34,2,75,1,0.4418604651162791
0.217260223168244,3.41,2,75,1,0.4418604651162791
0.2968402674644625,1.4,3,75,1,0.4418604651162791
0.27018569905178574,1.4,3,75,1,0.4418604651162791
0.13617719579827825,1.51709,0,75,1,0.4418604651162791
0.3211654127688025,1.38,3,75,1,0.4418604651162791
0.26017553463496035,1.38,3,75,1,0.4418604651162791
0.27683754161363516,3.34,2,75,1,0.4418604651162791
0.10886609427836824,0.11,7,75,1,0.4418604651162791
0.08313797646734122,10.17,6,75,1,0.4418604651162791
0.1768189061617833,3.34,2,75,1,0.4418604651162791
0.08413118522256535,0.05,5,75,1,0.4418604651162791
0.16619158706582515,0.08,5,75,1,0.4418604651162791
0.12144427381149547,0.08,5,75,1,0.4418604651162791
0.12427033099170282,1.51711,0,75,1,0.4418604651162791
0.2887318872974889,3.34,2,75,1,0.4418604651162791
0.11195227884609138,1.51711,0,75,1,0.4418604651162791
0.23743809531300164,1.51709,0,75,1,0.4418604651162791
0.2642603670492182,3.34,2,75,1,0.4418604651162791
0.038067426923924175,72.08,4,75,1,0.4418604651162791
0.12051791016270763,1.51732,0,75,1,0.4418604651162791
0.20969024227217622,1.38,3,75,1,0.4418604651162791
0.08732444552788021,0.05,5,75,1,0.4418604651162791
0.10886609427836824,0.0,5,75,1,0.4418604651162791
0.25607442007454273,3.34,2,75,1,0.4418604651162791
0.2400787304576507,2.09,2,75,1,0.4418604651162791
0.07804241798801093,0.0,7,75,1,0.4418604651162791
0.14040776911460062,1.51711,0,75,1,0.4418604651162791
0.21809415135212595,1.4,3,75,1,0.4418604651162791
0.058161405476559014,12.35,1,75,1,0.4418604651162791
0.22042867438443406,1.4,3,75,1,0.4418604651162791
0.1005847896975196,0.09,7,75,1,0.4418604651162791
0.22055874519513607,1.51711,0,75,1,0.4418604651162791
0.08064977901203463,1.51732,0,75,1,0.4418604651162791
0.13155534187001294,1.51711,0,75,1,0.4418604651162791
0.22509462818432985,1.4,3,75,1,0.4418604651162791
0.0738921336275965,10.06,6,75,1,0.4418604651162791
0.1199619269015717,0.08,5,75,1,0.4418604651162791
0.08884448818800542,14.04,1,75,1,0.4418604651162791
0.26347573920533696,2.76,2,75,1,0.4418604651162791
0.07618445480954561,14.36,1,75,1,0.4418604651162791
0.2910329185860069,1.4,3,75,1,0.4418604651162791
0.20245603116193656,3.41,2,75,1,0.4418604651162791
0.25108788197509574,1.4,3,75,1,0.4418604651162791
0.269827825305501,2.72,2,75,1,0.4418604651162791
0.06760148376495945,10.06,6,75,1,0.4418604651162791
0.18417537903772518,2.76,2,75,1,0.4418604651162791
0.176062062605305,3.45,2,75,1,0.4418604651162791
0.23635395520142322,3.41,2,75,1,0.4418604651162791
0.09841630095276852,0.64,5,75,1,0.4418604651162791
0.21489359300005084,3.25,2,75,1,0.4418604651162791
0.22226168601635787,3.34,2,75,1,0.4418604651162791
0.13051976055525039,0.08,5,75,1,0.4418604651162791
0.2508166130837093,2.85,2,75,1,0.4418604651162791
0.0744114464848823,10.17,6,75,1,0.4418604651162791
0.04359637850510212,71.99,4,75,1,0.4418604651162791
0.19769008882274153,2.72,2,75,1,0.4418604651162791
0.12045845808338451,0.05,5,75,1,0.4418604651162791
0.1980373530569151,1.4,3,75,1,0.4418604651162791
0.24932607539690255,2.72,2,75,1,0.4418604651162791
0.16521249642928415,0.08,5,75,1,0.4418604651162791
0.2283483896336702,1.4,3,75,1,0.4418604651162791
0.2400787304576507,2.76,2,75,1,0.4418604651162791
0.2831231410596856,3.4,2,75,1,0.4418604651162791
0.33583591125712425,1.4,3,75,1,0.4418604651162791
0.26310933750678345,3.25,2,75,1,0.4418604651162791
0.22880945144647236,2.72,2,75,1,0.4418604651162791
0.11672889707960765,0.0,5,75,1,0.4418604651162791
0.10642677064248363,0.0,5,75,1,0.4418604651162791
0.06596127817522379,10.17,6,75,1,0.4418604651162791
0.12434489071368826,1.51711,0,75,1,0.4418604651162791
0.0944065776391824,0.09,7,75,1,0.4418604651162791
0.07081545642939735,12.64,1,75,1,0.4418604651162791
0.22225659823821609,3.41,2,75,1,0.4418604651162791
0.26570813567114343,1.4,3,75,3,0.5581395348837209
0.07046265966608478,14.36,1,75,3,0.5581395348837209
0.25043864945955296,3.34,2,75,3,0.5581395348837209
0.2802579200649703,3.45,2,75,3,0.5581395348837209
0.08978432078093912,0.0,7,75,3,0.5581395348837209
0.11952422538151009,0.0,7,75,3,0.5581395348837209
0.17019574769930124,1.5173,0,75,3,0.5581395348837209
0.2279364613646241,2.85,2,75,3,0.5581395348837209
0.12891477089395864,0.04,5,75,3,0.5581395348837209
0.24568629422230404,1.38,3,75,3,0.5581395348837209
0.10585717381492499,14.04,1,75,3,0.5581395348837209
0.3274167545714164,1.4,3,75,3,0.5581395348837209
0.23455593268186048,2.76,2,75,3,0.5581395348837209
0.12262667566554653,2.72,2,75,3,0.5581395348837209
0.11426699733182122,1.51711,0,75,3,0.5581395348837209
0.301509048910482,3.41,2,75,3,0.5581395348837209
0.16134338799697778,1.51732,0,75,3,0.5581395348837209
0.13999638233664913,1.51711,0,75,3,0.5581395348837209
0.22797433927216149,3.41,2,75,3,0.5581395348837209
0.2732055905934619,1.4,3,75,3,0.5581395348837209
0.2290276584032932,2.85,2,75,3,0.5581395348837209
0.09926795235831554,0.08,5,75,3,0.5581395348837209
0.2560273944756265,2.76,2,75,3,0.5581395348837209
0.19804463102149128,2.76,2,75,3,0.5581395348837209
0.16101702538247453,1.51711,0,75,3,0.5581395348837209
0.16540869640565448,1.38,3,75,3,0.5581395348837209
0.1403322355636597,0.08,5,75,3,0.5581395348837209
0.264268145770827,1.4,3,75,3,0.5581395348837209
0.08195853122275498,10.06,6,75,3,0.5581395348837209
0.10162037781950783,0.0,5,75,3,0.5581395348837209
0.1897077879168312,1.38,3,75,3,0.5581395348837209
0.2273345783098436,1.4,3,75,3,0.5581395348837209
0.2593591092435691,1.4,3,75,3,0.5581395348837209
0.1674286610264728,1.69,3,75,3,0.5581395348837209
0.23835378005232855,3.34,2,75,3,0.5581395348837209
0.09851744338376989,10.17,6,75,3,0.5581395348837209
0.22880945144647236,2.39,2,75,3,0.5581395348837209
0.22144425283298766,1.4,3,75,3,0.5581395348837209
0.07301646879917456,14.21,1,75,3,0.5581395348837209
0.07676472612859475,7.99,6,75,3,0.5581395348837209
0.16389589367229407,1.69,3,75,3,0.5581395348837209
0.13744464164542924,1.51711,0,75,3,0.5581395348837209
0.20355942772359562,1.38,3,75,3,0.5581395348837209
0.2692503621065294,3.41,2,75,3,0.5581395348837209
0.293218814291214,1.37,3,75,3,0.5581395348837209
0.08710274884117197,0.08,5,75,3,0.5581395348837209
0.1040116919570031,0.0,7,75,3,0.5581395348837209
0.3074838606376724,1.4,3,75,3,0.5581395348837209
0.21599487690572505,3.2,2,75,3,0.5581395348837209
0.18452548581079864,3.25,2,75,3,0.5581395348837209
0.12548103296138124,0.11,7,75,3,0.5581395348837209
0.04028583133725727,71.15,4,75,3,0.5581395348837209
0.07552755021948732,10.17,6,75,3,0.5581395348837209
0.21514264193991062,1.37,3,75,3,0.5581395348837209
0.33102982942620574,1.4,3,75,3,0.5581395348837209
0.3686675309084645,3.41,2,75,3,0.5581395348837209
0.07282868040397128,0.0,5,75,3,0.5581395348837209
0.12628653254563382,1.5173,0,75,3,0.5581395348837209
0.24901697112808038,1.4,3,75,3,0.5581395348837209
0.24015209497444934,2.76,2,75,3,0.5581395348837209
0.08109531332777209,0.0,5,75,3,0.5581395348837209
0.10071241742249226,0.08,5,75,3,0.5581395348837209
0.09656804259374693,0.11,7,75,3,0.5581395348837209
0.22880945144647236,2.76,2,75,3,0.5581395348837209
0.20756070364625123,2.76,2,75,3,0.5581395348837209
0.08281721099032868,8.34,6,75,3,0.5581395348837209
0.1354894088974512,1.51732,0,75,3,0.5581395348837209
0.27006263499505423,3.25,2,75,3,0.5581395348837209
0.2235655883402009,2.72,2,75,3,0.5581395348837209
0.07666689670449356,10.17,6,75,3,0.5581395348837209
0.2264809003885374,2.72,2,75,3,0.5581395348837209
0.10395052430879437,0.08,5,75,3,0.5581395348837209
0.3429353753570711,3.34,2,75,3,0.5581395348837209
0.28850384989727285,2.72,2,75,3,0.5581395348837209
0.20466744062873155,3.41,2,75,3,0.5581395348837209
